3.21,0.95,5.46
3.18,0.94,5.45
2.72,0,5.43
2.07,0.24,5.42
1.97,0,5.42
1.74,1.87,5.36
2.18,2,5.34
3.02,1.01,5.31
3.13,0.03,5.3
1.62,2.78,5.3
1.92,2.11,5.29
3.33,1.09,5.27
3.1,0.08,5.27
1.22,1.03,5.26
2.3,0.2,5.24
4.26,0.01,5.23
0.65,3.61,5.21
2.43,0,5.2
2.93,0.83,5.2
2.32,1.27,5.19
2.49,1.57,5.19
1.08,0.03,5.18
1.9,0.95,5.17
2.1,2.2,5.15
0.96,1.89,5.15
1.64,0.44,5.14
1.98,0.13,5.13
2.71,1.7,5.13
3.59,0.05,5.13
3.21,0.01,5.13
3.22,0,5.12
3.81,0,5.12
1.96,1.08,5.11
2.66,0,5.08
1.7,0.16,5.08
0.6,0.06,5.08
3.4,0.15,5.07
2.05,1.11,5.05
3.42,0.02,5.02
2.59,0.8,5.02
2.79,0,5.01
3.36,0.07,5
3.06,0.29,5
3.49,0.01,4.98
3.39,0.09,4.96
1.85,1.54,4.96
2.31,0.12,4.94
3.98,0.01,4.91
2.89,0,4.9
2.91,0.89,4.88
0,4.87,4.87
2.62,1.52,4.85
2.74,0.12,4.84
2.56,0,4.83
1.91,0.09,4.83
0.57,0.04,4.82
2.57,0.44,4.79
0.28,0.06,4.77
2.99,0.04,4.76
2.36,0.02,4.73
1.73,0,4.7
3.05,0.02,4.68
1.87,1.32,4.68
1.94,0.08,4.67
2.08,0.06,4.64
2.29,0.13,4.63
3.06,0,4.62
2.42,1.15,4.61
2.6,0.89,4.6
1.89,0.22,4.58
1.78,1.1,4.58
1.55,1.44,4.57
1.78,0.07,4.55
3.19,0.01,4.53
4.18,0.01,4.53
4.21,0,4.5
3.63,0.01,4.49
2.71,0.03,4.48
0.2,4.1,4.47
1.96,0.08,4.47
1.54,0.19,4.45
2.71,0.02,4.45
2.55,0.46,4.44
2.67,0.01,4.42
2.66,0.01,4.41
0.1,1.05,4.39
2.82,0.13,4.39
2.19,1.61,4.38
2.03,0.08,4.37
1.73,0.14,4.35
3.03,0.26,4.34
2.2,1.38,4.33
0.92,0.01,4.31
2.75,0,4.31
4,0,4.31
2.51,0.11,4.31
2.64,0.03,4.26
2.11,0.72,4.25
2.23,0.07,4.25
1.41,0.1,4.24
3,0.05,4.24
1.46,0.83,4.23
2.45,0,4.22
1.7,0,4.21
2.03,0.62,4.21
0.78,0.04,4.21
0.88,0.2,4.2
1.3,0.18,4.2
1.28,0.57,4.2
2.25,0.04,4.19
2.02,0.58,4.19
0.84,0.02,4.19
3.38,0.31,4.17
2.04,1.57,4.16
3.79,0,4.16
3.36,0.01,4.14
1.4,0.11,4.14
4.03,0.09,4.12
1.65,1.76,4.12
0.71,0.03,4.11
2.14,0.37,4.1
1.42,2.1,4.1
2.13,0.05,4.1
2.45,0.01,4.09
2.57,0,4.09
2.65,0.04,4.08
2.32,0.04,4.07
2.35,0.03,4.06
0.12,0.9,4.06
2.28,0.16,4.05
1.68,0.51,4.05
1.12,0.1,4.03
2.78,0.64,4.03
1.38,0.12,4.02
1.22,2.46,4.01
2.15,0.07,4.01
0.92,0.92,4
2.67,0.05,3.99
2.08,0,3.98
2.1,0.06,3.92
1.18,0.08,3.92
1.97,1.07,3.91
2.29,0.01,3.9
1.33,0.13,3.89
0.67,2.62,3.89
1.53,0.06,3.88
1.15,0,3.88
0.93,0.31,3.87
0.1,3.77,3.87
2.12,0.1,3.87
2.48,0.03,3.85
0.16,1.12,3.85
0.87,1.05,3.84
2.12,0.22,3.84
2.21,0.54,3.83
2.26,0.81,3.83
1.06,0.41,3.82
1.44,0.73,3.81
1.49,0.1,3.79
1.14,0.27,3.78
2.4,0,3.78
1.82,0.47,3.77
1.4,0.1,3.77
1.98,0,3.76
2.03,0,3.76
1.98,0.59,3.76
1.37,0.14,3.73
0.96,0.21,3.73
1.3,1.54,3.72
1.93,0,3.71
0.58,0.04,3.7
1.49,1.38,3.7
1.3,0.27,3.69
1.59,0.08,3.69
0,3.67,3.67
2.13,0.01,3.67
1.65,0,3.66
1.87,0.55,3.65
2.53,0.06,3.65
2.33,0,3.65
0.71,0.4,3.64
2.08,0.15,3.64
2.23,0.66,3.63
0.6,0.05,3.63
0.05,0.64,3.63
1.78,0.05,3.63
2.08,0.46,3.62
1.28,0.15,3.61
1.93,0.03,3.61
2.05,0,3.61
2.02,0,3.61
1.61,0.1,3.61
2.38,0.46,3.6
2.18,0.03,3.59
2.01,0.06,3.58
1.57,0,3.56
1.56,0.07,3.54
1.23,0.05,3.54
1.66,0.12,3.54
1.9,0.1,3.53
1.98,0.01,3.53
2.14,0.02,3.53
0.71,0.02,3.53
1.96,0,3.52
2.14,0.01,3.52
2.66,0.05,3.52
1.22,0.27,3.52
2.11,0.12,3.51
1.17,1.75,3.51
2.84,0.03,3.5
1.64,1.42,3.5
2.2,0.02,3.5
0.59,0.73,3.5
0.59,0.04,3.49
1.94,0.02,3.49
2.09,0.04,3.48
2.11,0.01,3.48
2.26,0,3.46
0.88,0.1,3.45
0,3.44,3.44
2.39,0.03,3.44
1.55,0.33,3.44
1.34,0.17,3.43
1.82,0.06,3.42
1.13,0,3.42
0.86,2.55,3.42
1.75,0.02,3.41
1.73,0.59,3.41
0.46,0.05,3.4
1.56,0.19,3.39
2.03,0,3.38
1.08,0.48,3.38
1.43,0.74,3.38
2.47,0,3.36
1.9,0.73,3.36
0.65,0.82,3.36
1.63,0,3.34
1.9,0.01,3.34
0,2.32,3.33
1.45,0.12,3.33
1.44,0.57,3.33
1.15,0.76,3.32
1.47,0.03,3.32
1.99,0.05,3.31
1.5,0.05,3.28
0.8,0.06,3.28
2.13,0,3.28
1.89,0.02,3.27
1.36,0.46,3.27
0.5,0.31,3.27
0.25,2.78,3.26
0.95,0.77,3.24
0.88,0,3.23
1.27,0.12,3.23
2.33,0,3.22
0.03,3.18,3.22
1.72,0,3.21
0.73,2.35,3.2
2.26,0.12,3.2
1.76,0.07,3.2
1.35,0.8,3.19
1.48,0.04,3.19
0,3.19,3.19
2.15,0.01,3.19
1.78,0.09,3.18
1.18,0.93,3.18
1.52,0.1,3.17
1.86,0,3.17
0.58,1.93,3.17
2.06,0.38,3.17
1.88,0,3.16
1.92,0.99,3.15
1.79,0,3.15
1.22,0.06,3.15
0.88,0.88,3.15
1.89,0.03,3.15
0.68,0,3.14
1.7,0.02,3.13
2.14,0,3.12
2.31,0.14,3.12
0.91,1.03,3.12
1.69,0.14,3.12
0.08,3.03,3.12
1.29,0.06,3.12
1.99,0.03,3.11
0.78,0,3.11
2.17,0.55,3.09
2.5,0.01,3.08
1.92,0.64,3.08
1.89,0.04,3.07
1.4,0.46,3.07
1.57,0.55,3.07
1.72,0,3.07
1.94,0.03,3.07
1.91,0,3.05
1.38,0.02,3.04
2.06,0.12,3.04
1.94,0.02,3.03
1.54,0,3.03
1.4,0.08,3.02
1.85,0,3.02
2.03,0.45,3.02
1.45,0.07,3.02
2.38,0,3
2.6,0.01,3
1.15,0.76,3
1.57,0,3
1.01,0.05,2.99
1.61,0.8,2.99
1.67,0,2.99
0.12,1.16,2.99
1.36,0.64,2.99
0.47,1.39,2.98
1.33,0.08,2.97
0.96,0,2.97
1.58,0,2.97
1.04,0.06,2.96
1.57,1.19,2.96
1.36,0.04,2.96
1.82,0.15,2.95
1.98,0.34,2.94
2.22,0.06,2.94
1.45,0.04,2.94
1.76,0.12,2.94
2.07,0.05,2.94
1.83,0.03,2.93
0.87,0.73,2.92
1.43,0.05,2.91
1.75,0.62,2.91
0.61,0.11,2.9
1.84,0.04,2.9
1.54,0,2.9
1.75,0,2.9
0.08,1.13,2.9
0.71,0.06,2.89
0.99,1.38,2.89
1.51,0.01,2.89
1.54,0,2.88
2.03,0.02,2.88
1.3,0,2.88
0.09,0.12,2.87
1.87,0,2.86
2.53,0,2.86
2.09,0.03,2.86
1.98,0,2.85
1.37,0.89,2.85
1.29,0.98,2.85
1.37,0,2.85
1.4,0,2.85
0.4,0.05,2.85
1.87,0.11,2.84
1.65,0.05,2.83
2.52,0,2.83
1.28,0.07,2.83
1.32,0.04,2.83
1.96,0.1,2.82
1.59,0.04,2.82
0.02,0,2.81
1.05,0.03,2.81
1.32,0,2.81
1.32,0.04,2.8
1.74,0,2.8
1.47,1.1,2.8
0.29,2.13,2.79
1.45,0.09,2.79
1.96,0,2.79
1.19,0.04,2.79
0,2.78,2.79
1.98,0,2.79
0.89,0,2.79
2.19,0,2.79
0.3,0.68,2.79
0.46,1.96,2.79
1.68,0,2.78
1.27,0.07,2.78
1.44,0.26,2.78
1.2,0.17,2.78
1.41,0,2.77
1.24,0.04,2.77
1.25,0.07,2.77
2.56,0,2.76
1.43,0.71,2.75
1.07,0.06,2.74
1.02,1.13,2.73
1.33,1.04,2.73
1.52,0.02,2.72
1.49,0.02,2.71
1.75,0.33,2.7
0.99,1.09,2.7
1.47,0,2.7
1.25,0.87,2.7
2.42,0,2.69
1.85,0.01,2.69
2.38,0,2.69
1.63,0.35,2.69
1.46,0,2.68
1.23,0,2.68
0,2.68,2.68
0.69,0.04,2.68
0.78,0.89,2.68
1.95,0,2.67
1.48,0.01,2.67
1.78,0,2.67
1.44,0,2.67
1.99,0,2.66
1.59,0,2.65
1.15,0,2.65
1.56,0,2.65
0.86,0.01,2.65
0,2.65,2.65
2,0.12,2.65
1.53,0,2.64
2,0.02,2.63
0.76,0.12,2.63
1.53,0.04,2.63
1.7,0.06,2.63
2.15,0,2.62
1.07,0.24,2.62
1.55,0.04,2.62
0.59,0.01,2.62
2.31,0.01,2.62
0.63,0.96,2.61
0.9,0.04,2.61
1.02,0.92,2.6
1.86,0.11,2.6
0.48,0.04,2.59
0.93,0.08,2.59
2.03,0,2.59
0.64,0.01,2.58
0.89,0.07,2.58
1.04,0.03,2.58
0.37,1.75,2.58
1.4,0.03,2.58
1.31,0.31,2.57
0.28,0.33,2.57
1.76,0.03,2.57
2.14,0,2.57
1.7,0.21,2.56
0.15,2.41,2.56
2.11,0,2.56
1.21,0.7,2.54
1.13,0.29,2.54
2.21,0,2.54
2.36,0,2.53
1.13,0.06,2.52
1.55,0.16,2.52
1.5,0,2.52
0.49,0.52,2.52
0.6,0.08,2.51
2.29,0,2.5
0.13,0.26,2.5
1.28,1.08,2.5
0.86,0.18,2.49
1.84,0,2.49
1.29,0,2.49
1.81,0,2.49
1.15,0.1,2.48
1.38,0,2.48
1.15,0.06,2.48
1.72,0.05,2.48
1.93,0,2.48
2.1,0,2.47
1.13,0.92,2.47
1.67,0,2.46
1.55,0.05,2.45
0,2.43,2.45
0.93,1.34,2.45
2.12,0,2.44
1.44,0.04,2.44
0.87,0,2.44
1.07,0,2.43
1.52,0,2.43
1.56,0.02,2.42
1.26,0.46,2.42
1.27,0.78,2.42
0.29,0.54,2.42
1.63,0.51,2.41
2.07,0,2.41
0.81,0.7,2.41
1.43,0,2.41
0.69,0.04,2.41
2.07,0,2.4
2.1,0,2.4
0.77,1.42,2.4
2.3,0,2.4
2.15,0,2.39
0.49,0.05,2.39
1.74,0,2.39
1.54,0,2.39
1.49,0,2.39
1.07,0.04,2.39
1.48,0,2.39
1.67,0.03,2.38
1.02,0,2.38
1.73,0.02,2.38
1.94,0.03,2.38
1,0.26,2.38
1.46,0.01,2.38
2.04,0,2.38
1.16,0,2.38
2.18,0,2.37
2.28,0.08,2.37
0.96,0.04,2.37
1.25,0.01,2.37
2.03,0,2.37
1.38,0.02,2.36
0.69,1.48,2.36
1.07,0,2.35
1.39,0.4,2.35
0,2.34,2.35
1.68,0.01,2.35
1.32,0,2.34
0.92,0.01,2.34
1.2,0,2.34
1.08,0.34,2.34
1.27,0,2.33
1.14,0.47,2.32
1.93,0,2.32
1.57,0,2.32
0.78,1.06,2.32
0.79,0.04,2.32
0.85,0.09,2.31
0.52,1.21,2.31
1.58,0,2.31
0.28,2.02,2.31
1.65,0.1,2.31
1.24,0,2.3
0.95,0,2.3
0.95,0.62,2.3
1.08,0.15,2.29
0.91,0,2.29
1.23,0.04,2.29
1.38,0,2.28
0.3,0.46,2.28
1.11,0,2.28
0,2.28,2.28
0.51,1.63,2.28
0.38,0.01,2.28
1.01,0,2.28
1.05,0.1,2.28
0.07,0.02,2.28
1.12,0.64,2.27
1.34,0,2.27
1.07,0.04,2.27
1.22,0.91,2.27
0.9,0.54,2.26
1.4,0.02,2.26
1.19,0,2.26
1.34,0.14,2.26
0.28,0.87,2.25
0.62,1.06,2.25
1.52,0.2,2.25
1.48,0.46,2.25
1.93,0,2.25
0.67,1.05,2.25
0.51,0.91,2.25
1.19,0.22,2.24
1.29,0,2.23
1.74,0.21,2.23
1.42,0,2.23
1.09,0,2.23
1.27,0.18,2.22
0.88,0,2.22
1.71,0.02,2.22
1,0.45,2.22
1.03,0,2.22
1.45,0.02,2.21
1.47,0,2.21
1.06,0.05,2.21
1.78,0,2.2
2.06,0,2.2
2.01,0,2.2
1.11,0.34,2.2
0.15,2.05,2.2
1.28,0.02,2.2
1.06,0,2.2
0.34,0.55,2.19
1.17,0.02,2.19
1.68,0,2.19
0.87,1.1,2.19
1.04,0.3,2.19
0.59,0.07,2.19
0,2.17,2.18
1.92,0,2.18
1.21,0.01,2.18
1.97,0,2.18
1.29,0.73,2.18
1.48,0.47,2.17
1.27,0.01,2.17
1.6,0.08,2.17
0.48,1.56,2.17
1.23,0,2.16
1.51,0,2.16
1.5,0.02,2.15
0.54,0.13,2.15
0.14,1.98,2.15
0.6,0,2.15
0.52,0,2.14
0.66,1.45,2.14
0.01,2.13,2.14
1.47,0.19,2.14
1.2,0,2.14
1.99,0,2.13
1.04,0,2.13
0.64,1.35,2.13
0.82,0.89,2.13
0.59,0.06,2.13
0.93,0.02,2.12
0.91,1.07,2.12
1.47,0.45,2.12
1.37,0.05,2.12
0.83,0.92,2.12
1.61,0.05,2.11
1.2,0,2.11
1.68,0,2.11
0.11,0.4,2.11
1.68,0.02,2.11
0.9,0.63,2.11
1.35,0,2.11
0.63,1.13,2.11
1.63,0,2.11
0.94,1.05,2.1
1.17,0,2.1
1.54,0.04,2.1
1.77,0.02,2.1
1.41,0.01,2.1
0.99,0.29,2.09
0,1.96,2.09
1.16,0.08,2.09
1.26,0.05,2.09
1.84,0.01,2.09
1.97,0,2.09
0.92,0,2.09
0.7,0.14,2.09
0.46,0.96,2.09
1.77,0,2.08
1.11,0,2.08
0.63,0.05,2.08
1.36,0,2.08
0.97,0.73,2.08
0.59,0.13,2.08
2.04,0,2.08
0.89,0,2.08
0.79,0,2.08
1.54,0,2.07
0.63,0.75,2.07
1.48,0,2.07
0.75,0.54,2.07
1.64,0,2.07
1.04,0.01,2.06
0.73,0.02,2.06
1.2,0.04,2.06
0.71,0.74,2.06
1.15,0.04,2.06
0.68,0.79,2.06
1.06,0.13,2.06
0.89,0.46,2.06
0.73,0.04,2.05
1.23,0,2.05
1.43,0.04,2.05
1.16,0.83,2.05
1.47,0.05,2.05
0.71,0.15,2.05
1.75,0,2.05
0.48,0.02,2.05
1.11,0.53,2.04
1.45,0.01,2.04
0.73,0,2.04
1.74,0,2.04
0.71,0,2.04
1.2,0.29,2.04
0.58,0.03,2.04
1.53,0,2.03
1.25,0.13,2.03
1.47,0,2.03
1.57,0,2.03
1.05,0,2.02
1.81,0.01,2.02
1.76,0,2.02
0.82,0.04,2.02
0.49,0,2.01
1.2,0,2.01
0.77,0.01,2
0.89,0.53,2
0.35,0.02,2
0.52,1.29,2
1.48,0,2
0.95,0.27,1.99
0.75,0.9,1.99
1.21,0.05,1.99
0.75,0.02,1.98
0.93,0.75,1.98
1.25,0,1.98
1.11,0.07,1.98
0.72,0.08,1.97
0.99,0,1.97
0.74,0,1.97
1.2,0,1.97
0.71,0.51,1.97
1.01,0.02,1.97
1.84,0,1.97
1.22,0.02,1.96
0.5,0.63,1.96
1.13,0.41,1.96
0.18,1.53,1.96
0.79,1.05,1.96
1.09,0.02,1.96
1.3,0,1.95
0.74,0,1.95
1.26,0,1.95
1.09,0,1.95
1.69,0,1.95
0.95,0,1.94
0.49,0.01,1.94
1.94,0,1.94
0.59,0,1.94
0.96,0.55,1.94
1.09,0.65,1.94
1.41,0.03,1.94
1.42,0,1.94
1,0,1.93
1.15,0,1.93
1.1,0,1.93
1.48,0,1.93
0.34,1.3,1.93
1.06,0.2,1.93
1.53,0,1.93
0.56,0.1,1.93
1.51,0.29,1.93
0.86,0.01,1.92
0.92,0.41,1.92
0.73,0.01,1.92
0.87,0,1.92
0.76,0,1.92
1.03,0,1.92
0.94,0,1.92
0.26,1.46,1.92
1.06,0,1.92
0.72,1.01,1.91
1.14,0,1.91
1.3,0,1.91
0.77,0.04,1.91
1.08,0,1.91
1.03,0.03,1.9
0.59,0.06,1.9
0.73,0.03,1.89
1.56,0,1.89
0.21,1.33,1.89
1.05,0.03,1.88
1.37,0,1.88
0.92,0,1.88
0.25,1.48,1.88
0.89,0.09,1.88
1.42,0.03,1.88
0.47,0,1.87
0.96,0.3,1.87
0.22,0.04,1.87
0.53,1.07,1.87
0.73,0.4,1.87
0.87,0.41,1.86
1.75,0,1.86
1.12,0.03,1.86
0.94,0.39,1.86
1.37,0.04,1.86
0,0,1.86
0.64,0.01,1.86
0.91,0,1.86
1.34,0,1.86
0.62,0.69,1.86
0.85,0.13,1.86
0.61,0.55,1.85
1.33,0,1.85
0.83,0,1.85
1.26,0.35,1.85
0.8,0.83,1.85
1.05,0.08,1.85
0,0.42,1.84
0.97,0.35,1.84
1.53,0,1.84
0.83,0.93,1.83
1.31,0,1.83
0.84,0,1.83
1.33,0.03,1.83
0.46,0.07,1.83
0.25,1.49,1.83
1.09,0.02,1.83
0.92,0.52,1.83
0.61,0.79,1.82
1.24,0.03,1.82
1.73,0,1.82
1.81,0,1.82
0.91,0.07,1.82
0.22,1.35,1.81
0.55,0.11,1.81
1.05,0,1.81
1.1,0.12,1.81
0.78,0.56,1.81
0.88,0,1.81
1,0,1.8
0.93,0.21,1.8
1.66,0.01,1.8
1.41,0.03,1.8
1,0,1.8
0.49,0.07,1.79
1.26,0.08,1.79
0.52,0.06,1.79
1.05,0.03,1.78
1.25,0,1.78
0.23,1.49,1.78
1.12,0,1.78
0.39,0.02,1.78
0.32,0.36,1.78
0.45,0.06,1.78
0.41,0.72,1.78
0.93,0.14,1.77
0.85,0,1.77
1.16,0,1.77
0.31,0.84,1.77
1.59,0,1.77
0.24,1.33,1.77
0.63,1.03,1.77
1.19,0.24,1.77
1.07,0.01,1.77
0.85,0.56,1.76
1.27,0,1.76
1.06,0,1.76
0.93,0.4,1.76
1.02,0.2,1.76
0.53,1.09,1.76
0.86,0,1.76
1.23,0,1.76
0.86,0,1.76
0.72,0.04,1.76
0.68,0.01,1.76
1.26,0,1.76
1.11,0,1.76
0.52,0,1.76
0.35,0.02,1.76
0.61,0.02,1.76
1.68,0,1.75
0.9,0.25,1.75
1.24,0,1.75
0.06,0.53,1.75
1,0.03,1.75
0.7,0.91,1.75
0.94,0.21,1.75
0.79,0.8,1.75
0.83,0.08,1.75
0.85,0.01,1.75
1.25,0,1.75
0.72,0.04,1.74
0.63,0.45,1.74
0.83,0.02,1.74
1.19,0,1.74
0.69,0.03,1.74
0.96,0.01,1.74
1.69,0,1.74
1.66,0,1.74
0.49,0.06,1.74
0.59,0.13,1.74
0.67,0.12,1.73
0.85,0,1.73
0.64,0.14,1.73
1.48,0,1.73
0.94,0.1,1.73
1.15,0,1.73
0.95,0,1.73
1.06,0.01,1.73
0.85,0,1.72
0.61,0.06,1.72
0.66,0,1.72
0.61,0,1.72
0.7,0,1.72
0.41,0,1.72
1.61,0,1.72
0.8,0.55,1.72
0.59,0,1.71
1.43,0,1.71
0.99,0,1.71
1.15,0,1.71
0.88,0.32,1.71
1.09,0,1.71
0,1.71,1.71
1.25,0,1.71
1.58,0,1.7
0.34,0.03,1.7
0.23,0,1.7
0.99,0.14,1.7
0.49,0,1.7
0.62,0.79,1.7
0,1.69,1.7
0.69,0,1.7
1.41,0,1.7
1.22,0.04,1.69
1.36,0,1.69
0.88,0.02,1.69
1.01,0.01,1.69
0.94,0,1.69
0.96,0.08,1.69
0.55,0,1.69
1.37,0.03,1.69
1.1,0.04,1.69
0.87,0.08,1.69
0.79,0.01,1.69
1.52,0,1.69
0.98,0,1.69
0.98,0.22,1.69
0.8,0.07,1.69
0.9,0,1.68
0.82,0,1.68
1.58,0,1.68
0.9,0,1.68
0.59,0.82,1.68
0.38,0.33,1.68
1.67,0,1.68
1.23,0,1.68
0.91,0.04,1.68
1.18,0.17,1.68
0.94,0,1.67
0.93,0,1.67
0.45,0,1.67
1.58,0,1.67
0.81,0.01,1.67
0.43,0.42,1.67
1.22,0,1.67
0.91,0.42,1.67
1.09,0.02,1.67
0.59,0.03,1.67
0.82,0,1.67
0.97,0.04,1.67
1.13,0,1.67
1.35,0,1.67
1.08,0,1.67
0.63,0.11,1.66
0.57,0.06,1.66
1,0.31,1.66
0.78,0.06,1.66
0.86,0.01,1.66
0.81,0,1.66
0.76,0.02,1.66
1.25,0.03,1.66
0.96,0.54,1.66
1.54,0,1.65
0.9,0.6,1.65
1.06,0.15,1.65
0.48,0.33,1.65
0,1.65,1.65
1.09,0.02,1.65
0.32,1.27,1.64
0.8,0.76,1.64
0.76,0,1.64
1.52,0,1.64
0.93,0,1.64
0.74,0.61,1.64
0.8,0,1.64
1.44,0,1.64
0.54,0,1.64
1.02,0,1.64
0.44,0.05,1.64
1.54,0,1.63
0.45,0.02,1.63
0.78,0.56,1.63
0.58,0,1.63
0.6,0.02,1.63
1.18,0,1.63
0.71,0.32,1.63
1.33,0,1.63
1.32,0,1.62
0.59,0.02,1.62
0.99,0,1.62
0.8,0.01,1.62
0.82,0.03,1.62
0.99,0.49,1.62
1.01,0.45,1.62
0.9,0,1.62
0.8,0.3,1.61
0.79,0,1.61
0.92,0.03,1.61
0.66,0.65,1.61
0,1.61,1.61
0.98,0.2,1.61
0,0,1.61
1.5,0,1.61
0.79,0.01,1.61
0.95,0.01,1.6
0.4,0,1.6
1.3,0,1.6
0.71,0.02,1.6
0.46,0.09,1.6
1.49,0,1.6
0.71,0.3,1.6
0.19,1.36,1.6
0.58,0.02,1.6
1.05,0.06,1.6
1.26,0,1.59
0.01,0,1.59
1.15,0.04,1.59
0.61,0.46,1.59
0.58,0.34,1.59
1.48,0,1.59
0.04,0.32,1.59
0.92,0.07,1.59
0.95,0,1.59
0.88,0,1.59
0.47,0.03,1.58
0.87,0,1.58
0.85,0,1.58
0.81,0.01,1.58
0.88,0,1.58
0.62,0.01,1.58
0.94,0,1.58
0.64,0,1.58
0.88,0.34,1.58
1.06,0,1.58
0.58,0.44,1.58
0.85,0,1.58
0.1,0.12,1.57
0.77,0,1.57
0.98,0,1.57
0.95,0.46,1.57
0.18,0.49,1.56
0.77,0,1.56
1.07,0,1.56
0.59,0.81,1.56
1.32,0,1.56
0.58,0.33,1.56
0.67,0.69,1.56
0,1.56,1.56
0.68,0.44,1.56
0.59,0.01,1.56
0.84,0,1.55
0.72,0.04,1.55
0.76,0,1.55
0.91,0,1.55
0.79,0.19,1.55
0.85,0.02,1.55
1.13,0.02,1.55
0.57,0.02,1.55
0.9,0,1.55
0.8,0,1.55
0.6,0.21,1.55
1.55,0,1.55
1.07,0,1.55
0.69,0.24,1.55
1.06,0.01,1.54
0.68,0.29,1.54
0.71,0.52,1.54
0.83,0.08,1.54
0.58,0,1.54
1.4,0.02,1.54
0.86,0.01,1.54
1.26,0,1.54
0.85,0,1.54
0.63,0,1.53
0.92,0,1.53
0.71,0.01,1.53
0.57,0,1.53
1.19,0,1.53
1.44,0,1.53
0.95,0,1.53
0.17,0,1.53
1.09,0.25,1.53
0.85,0,1.53
0.73,0.15,1.52
0.94,0,1.52
0.44,0,1.52
1.07,0,1.52
0.36,0,1.52
1.43,0,1.52
0,1.52,1.52
0.18,1.27,1.52
